#PERF_COUNT_HW_INSTRUCTIONS #PERF_COUNT_HW_CPU_CYCLES #PERF_COUNT_HW_CACHE_LL_ACCESS_W #PERF_COUNT_HW_CACHE_LL_MISS_W 
61900002878 112087444039 4570813 2571300 
62000011036 112335442700 4575052 2574067 
62100002321 112506275199 4578206 2576020 
62200008982 112700657352 4581425 2578266 
62300016267 112917677392 4585758 2581384 
62400009531 113099912489 4588783 2583228 
62500003036 113284491396 4592369 2585654 
62600009213 113462113823 4595225 2587665 
62700003052 113660366026 4598923 2589746 
62800002883 113851538316 4602784 2592242 
62900003002 114105728479 4606526 2594629 
63000003088 114360054716 4610819 2597138 
63100003593 114571727261 4614206 2599323 
63200009259 114764821960 4618071 2601885 
63300006783 114971659681 4621665 2604312 
63400003567 115195379233 4625622 2606970 
63500010087 115378822402 4628931 2608955 
63600009839 115583363845 4632693 2611360 
63700010409 115803895288 4636583 2613535 
63800009797 116023131886 4640455 2615956 
63900007857 116227697296 4644282 2618456 
64000011829 116443698258 4648042 2620951 
64100002954 116660195108 4651463 2622900 
64200003001 116883606557 4655287 2625543 
64300005804 117123085574 4658865 2627621 
64400003493 117373247792 4663176 2630255 
64500003053 117544645300 4666189 2632213 
64600003156 117810023150 4670137 2634750 
64700006435 118032685679 4673629 2636840 
64800008917 118289317942 4677974 2639439 
64900009070 118472440358 4681740 2641467 
65000003613 118668575319 4685021 2643822 
65100010857 118896765378 4688488 2645843 
65200003120 119127999696 4692517 2648193 
65300003023 119345692469 4695986 2650154 
65400009823 119577118298 4699852 2652181 
65500004033 119822668184 4703795 2654695 
65600007621 119996465372 4707198 2656820 
65700003238 120229728468 4710384 2658726 
65800002914 120430498189 4713934 2660911 
65900013166 120671955347 4717651 2663220 
66000003279 120879514733 4721212 2665385 
66100003310 121098451821 4724495 2667543 
66200003918 121291256765 4728122 2670029 
66300003881 121523530036 4731847 2672313 
66400010868 121729750093 4735608 2674374 
66500003242 121933214370 4739287 2676617 
66600012824 122132832035 4742902 2678894 
66700011455 122330627158 4746599 2681246 
66800009044 122534451865 4749903 2683134 
66900010599 122699564569 4753280 2685520 
67000008366 122944088966 4757015 2687925 
67100003680 123132220446 4760197 2689979 
67200003024 123324404022 4763908 2692460 
67300003314 123555685390 4767660 2695042 
67400010899 123734683593 4771076 2697171 
